4091,2012-6-14,1.58
4114,2012-9-10,1.45
4183,2016-11-7,2.09
4183,2012-2-3,1.4
4183,2017-2-3,1.96
4183,2012-5-2,1.42
4183,2017-5-2,1.93
4208,2012-5-30,1.67
4217,2016-8-16,2.17
4523,2013-6-6,1.63
4661,2018-1-31,1.7
5001,2016-6-8,2.27
5001,2018-6-11,2.09
5016,2013-3-14,1.37
5016,2013-6-17,1.78
5016,2018-6-15,2.32
5110,2017-6-28,2.19
5110,2018-6-19,2.17
5191,2013-6-6,1.61
5201,2012-9-13,1.35
5202,2013-5-22,2.24
5219,2013-2-18,2.87
5232,2013-3-6,1.46
5332,2012-9-10,1.42
5334,2012-7-27,1.65
5401,2017-9-20,1.77
5401,2017-12-20,1.66
5401,2018-3-20,1.92
5401,2018-6-20,1.714
5401,2018-9-20,1.891
5405,2012-2-20,1.46
5405,2012-5-21,1.42
5405,2013-4-25,1.19
5405,2013-12-24,1.477
5406,2017-2-22,2.07
5406,2017-10-27,1.97
5406,2013-1-23,1.19
5406,2018-1-23,1.81
5406,2013-4-24,1.29
5406,2018-4-24,1.84
5407,2012-11-20,1.37
5407,2013-5-31,1.66
5407,2018-6-1,2.2
5411,2012-4-25,1.33
5411,2012-11-20,1.33
5411,2013-9-10,1.278
5471,2013-6-20,1.9
5486,2017-10-27,1.97
5706,2012-5-22,1.45
5706,2013-5-23,1.61
5713,2012-1-30,1.42
5803,2012-3-19,1.42
5803,2013-1-31,1.16
5803,2018-1-31,1.79
5938,2012-12-11,1.42
5960,2017-3-17,1.83
6135,2013-7-26,1.7
6201,2016-9-20,1.95
6201,2018-9-20,1.72
6301,2012-7-27,1.66
6301,2013-5-30,1.53
6326,2013-2-28,1.27
6448,2012-7-31,1.68
6471,2012-2-23,1.5
6471,2017-2-23,2.13
6471,2013-3-5,1.42
6472,2013-6-11,1.66
6502,2016-11-25,2.2
6503,2012-12-7,1.4
6504,2012-4-24,1.48
6504,2012-9-20,1.62
6504,2013-1-28,1.34
6504,2013-4-23,1.44
6665,2012-1-24,2.09
6665,2012-11-29,2.1
6701,2013-9-5,1.47
6702,2012-9-25,1.49
6707,2013-9-18,1.66
6724,2012-6-12,1.7
6754,2012-9-26,1.87
6758,2013-12-20,1.403
6758,2018-12-20,2.004
7011,2016-9-7,2.04
7011,2012-9-12,1.47
7011,2017-9-12,2.03
7013,2012-6-18,1.89
7201,2012-6-20,1.76
7261,2013-6-17,1.73
7282,2013-2-19,1.26
7701,2013-3-27,1.22
7741,2012-9-20,1.42
7741,2017-9-20,1.93
7984,2012-9-19,1.44
7988,2013-5-7,1.38
8001,2016-10-20,2.17
8001,2016-11-28,2.09
8001,2017-1-24,2.11
8001,2017-4-26,2.02
8001,2017-5-19,1.99
8001,2017-11-20,1.9
8001,2018-6-20,2.28
8002,2012-6-12,1.71
8002,2013-6-3,1.75
8002,2013-8-13,1.62
8015,2016-6-8,2.26
8031,2016-8-18,2.09
8031,2016-12-20,1.94
8031,2017-3-21,1.86
8031,2017-3-21,1.78
8031,2018-5-30,1.895
8053,2016-8-31,2.12
8053,2016-9-12,1.91
8053,2017-6-13,1.98
8056,2013-3-18,1.38
8058,2016-9-20,2
8058,2017-3-17,1.8
8058,2017-7-28,2.08
8058,2017-9-20,1.75
8058,2017-12-20,1.74
8058,2018-5-22,1.99
8058,2018-7-25,1.9
8086,2013-3-5,1.37
8086,2018-3-5,2.04
8252,2012-11-29,1.39
8253,2016-4-25,2.41
8253,2012-2-3,1.47
8253,2012-4-27,1.53
8253,2017-4-27,2.07
8308,2013-6-20,1.7
8310,2012-1-27,1.4
8310,2012-4-27,1.36
8310,2012-7-27,1.605
8310,2017-7-27,2.08
8310,2012-10-26,1.435
8310,2017-10-27,1.945
8310,2013-1-25,1.11
8310,2018-3-2,2.26
8310,2013-4-26,1.295
8310,2013-7-19,1.39
8310,2013-12-10,1.52
8315,2016-4-13,2.06
8315,2016-10-31,2.28
8315,2012-4-20,1.35
8315,2017-4-20,1.87
8315,2012-7-30,1.56
8315,2017-7-28,2.16
8315,2012-10-17,1.49
8315,2017-10-17,1.985
8315,2013-1-18,1.165
8315,2013-4-15,1.175
8315,2013-7-16,1.37
8315,2018-7-13,1.885
8327,2017-4-17,2.7
8354,2013-9-12,1.46
8363,2012-3-16,1.47
8379,2017-9-20,1.89
8403,2016-4-27,2.25
8403,2017-5-10,1.95
8412,2012-1-20,1.4
8412,2017-2-16,2.11
8412,2012-4-20,1.32
8412,2012-7-20,1.6
8412,2012-10-19,1.33
8412,2017-12-20,2.17
8412,2013-1-18,1.11
8412,2013-4-19,1.18
8412,2013-7-19,1.36
8413,2016-11-4,2.25
8413,2017-4-27,1.99
8413,2018-1-26,2.06
8433,2012-6-20,1.69
8433,2012-12-20,1.42
8433,2013-6-20,1.67
8433,2013-12-20,1.33
8461,2012-6-20,1.48
8461,2013-6-20,1.31
8498,2016-3-18,2.04
8498,2016-6-20,2.07
8498,2016-9-20,1.97
8498,2012-6-20,1.36
8498,2017-3-17,1.82
8498,2017-6-20,1.93
8498,2012-12-20,1.44
8498,2017-9-20,1.89
8498,2013-6-20,1.1
8498,2013-12-20,1.46
8498,2013-12-20,1.24
8498,2018-12-20,1.82
8515,2012-3-23,1.99
8570,2012-7-10,1.78
8572,2012-1-23,2.03
8572,2012-2-9,1.85
8586,2012-6-20,1.6
8586,2012-12-20,1.36
8586,2013-6-20,1.24
8591,2012-3-9,1.65
8591,2017-4-18,2.19
8591,2012-5-30,1.63
8591,2012-9-5,1.79
8593,2012-5-31,1.58
8601,2012-9-25,1.5
8601,2013-2-18,1.43
8601,2013-9-5,1.66
8604,2012-3-23,1.35
8604,2017-3-23,1.86
8604,2012-8-14,1.63
8604,2017-8-14,2.12
8604,2012-11-27,1.39
8604,2017-11-27,1.91
8694,2018-3-26,2.28
8752,2012-12-20,1.31
8793,2012-7-24,1.9
8801,2016-9-23,1.99
8801,2016-12-13,1.91
8801,2017-3-17,1.84
8801,2017-6-20,2.055
8801,2017-9-20,1.965
8801,2018-5-30,1.915
8802,2016-10-24,1.985
8802,2016-12-20,1.88
8802,2017-3-17,1.79
8802,2017-7-28,2.045
8802,2017-9-20,1.825
8802,2017-11-15,1.77
8802,2018-4-24,1.65
8802,2018-6-4,2.005
8802,2018-7-24,1.84
8802,2018-9-20,1.72
8804,2012-3-19,1.6
8806,2016-9-30,2.07
8809,2017-9-26,2.03
8815,2012-7-27,1.84
8815,2012-11-8,1.5
8830,2012-6-27,1.8
8830,2012-7-30,1.76
8834,2012-6-26,2.77
8840,2012-3-12,1.88
8905,2013-8-6,1.6
8933,2016-9-20,1.9
8933,2018-3-20,2.02
8951,2012-3-7,1.48
8951,2017-5-24,2.04
8952,2012-6-18,1.67
8953,2012-5-23,1.6
8953,2017-5-23,2.17
8955,2012-7-23,1.85
8957,2012-10-24,1.65
8959,2012-3-19,1.61
8959,2017-3-17,2.21
8962,2012-2-9,1.84
8962,2012-9-13,1.9
8966,2012-10-31,2.17
8972,2012-3-15,1.74
8972,2017-3-15,2.37
8978,2012-11-21,2.03
9001,2012-4-27,1.6
9001,2018-3-19,2.19
9001,2013-6-6,1.72
9005,2016-6-13,2.3
9005,2018-6-6,2.16
9006,2017-9-14,2.05
9007,2016-8-8,2.24
9007,2013-12-17,1.377
9008,2017-11-29,1.695
9009,2017-2-8,2.12
9009,2012-6-19,1.78
9009,2017-6-19,2.27
9020,2016-9-20,1.97
9020,2017-4-17,1.81
9020,2017-9-20,1.86
9020,2018-4-20,1.62
9020,2018-7-25,1.745
9020,2018-12-20,1.7
9021,2018-12-11,1.7
9022,2016-6-20,2
9022,2016-12-20,1.88
9022,2017-4-21,1.78
9022,2017-5-19,1.78
9022,2017-9-20,1.75
9022,2018-2-22,1.69
9022,2018-5-22,1.83
9023,2016-9-20,1.9
9023,2017-9-20,1.93
9023,2017-12-20,1.6
9031,2016-4-27,2.36
9031,2017-4-17,2
9031,2018-9-12,1.85
9041,2012-9-25,1.65
9042,2012-7-18,1.85
9044,2012-6-7,1.75
9044,2013-6-6,1.9
9045,2016-6-20,2.27
9048,2012-2-9,1.45
9048,2017-2-9,2.11
9048,2017-6-12,2.1
9048,2017-9-7,2.01
9048,2018-2-13,1.88
9048,2018-9-7,1.94
9052,2012-3-13,1.78
9062,2018-1-30,1.59
9070,2013-6-5,2.11
9072,2012-10-30,1.51
9101,2016-6-22,2.06
9101,2012-6-20,1.67
9101,2017-6-20,2.05
9104,2013-12-19,1.428
9202,2013-6-3,1.84
9202,2018-6-1,2.45
9301,2018-6-12,2.08
9302,2013-9-18,1.45
9304,2013-6-14,2.2
9383,2017-9-20,1.91
9383,2018-9-11,1.726
9401,2016-6-7,2.26
9432,2016-6-20,2.06
9432,2017-3-17,1.77
9432,2017-12-20,1.54
9432,2018-3-20,1.82
9433,2012-12-20,1.3
9433,2013-6-20,1.54
9437,2018-6-20,1.96
9437,2013-12-20,1.26
9437,2018-9-20,1.77
9501,2016-5-31,2.08
9501,2016-6-27,1.97
9501,2016-8-31,2.06
9501,2016-9-28,1.88
9501,2017-3-14,1.795
9501,2017-3-28,1.73
9501,2017-5-31,1.78
9501,2017-7-25,2.025
9501,2017-8-28,1.945
9501,2017-9-25,1.845
9501,2017-9-28,1.75
9501,2017-11-30,1.772
9501,2018-1-29,1.672
9501,2018-3-28,1.591
9501,2013-4-25,1.094
9501,2018-4-25,1.64
9501,2018-4-25,1.602
9501,2018-6-25,1.976
9501,2018-7-25,1.849
9501,2018-10-17,1.699
9501,2013-12-19,1.202
9502,2016-5-25,2.03
9502,2016-8-25,2.03
9502,2016-9-23,1.89
9502,2016-11-25,1.88
9502,2017-1-25,1.79
9502,2017-11-24,1.77
9502,2018-8-24,1.691
9502,2013-11-25,1.209
9503,2016-5-25,2.03
9503,2016-7-25,2.17
9503,2016-8-25,2.03
9503,2016-9-20,1.85
9503,2016-11-25,1.85
9503,2017-5-25,1.78
9503,2017-7-25,2.01
9503,2012-8-24,1.46
9503,2017-9-20,1.83
9503,2012-11-22,1.28
9503,2017-12-20,1.77
9503,2018-1-25,1.61
9503,2018-2-23,1.66
9503,2013-4-25,1.09
9503,2018-4-25,1.64
9503,2013-6-20,1.48
9503,2013-9-20,1.22
9503,2018-9-20,1.67
9503,2013-10-25,1.2
9503,2018-10-25,1.7
9503,2013-11-25,1.17
9503,2018-11-22,1.79
9504,2016-6-24,2.09
9504,2016-10-25,1.93
9504,2017-4-25,1.81
9504,2017-9-25,1.86
9504,2017-11-24,1.78
9504,2018-5-25,1.905
9504,2018-9-25,1.658
9504,2018-10-25,1.702
9504,2013-9-25,1.229
9505,2016-5-25,2.08
9505,2016-8-25,2.11
9505,2017-6-23,2.01
9505,2017-10-25,1.89
9505,2018-7-25,1.84
9506,2016-5-25,2.09
9506,2016-9-23,1.92
9506,2016-10-25,1.88
9506,2018-7-25,1.858
9506,2013-9-25,1.228
9506,2018-11-22,1.792
9507,2017-8-25,1.79
9507,2018-4-25,1.62
9508,2016-5-25,2.08
9508,2016-6-24,2.01
9508,2017-1-25,1.82
9508,2017-4-25,1.81
9508,2017-6-23,2.01
9508,2017-9-25,1.86
9508,2017-11-24,1.79
9508,2018-2-23,1.66
9508,2018-8-24,1.654
9508,2013-10-25,1.243
9508,2018-11-22,1.792
9509,2017-7-25,2.01
9509,2017-9-25,1.86
9509,2013-6-25,1.64
9509,2018-6-25,2.027
9509,2013-10-25,1.208
9509,2018-10-25,1.702
9511,2016-6-20,2.02
9511,2017-6-20,1.83
9511,2018-12-20,1.719
9513,2016-6-20,1.99
9513,2016-6-20,2.07
9513,2016-12-20,1.79
9513,2017-6-20,1.94
9513,2017-9-20,1.74
9513,2017-9-20,1.69
9513,2018-3-20,1.6
9513,2018-3-20,1.82
9513,2013-12-20,1.21
9532,2016-12-20,1.79
9532,2018-7-17,1.782
9532,2013-11-27,1.199
9533,2016-6-20,2.07
9533,2013-9-20,1.218
9533,2018-9-20,1.658
9534,2017-12-20,1.94
9535,2018-8-29,1.79
9613,2013-6-20,1.1
9613,2018-3-20,1.6
9613,2018-12-20,1.78
9766,2012-9-5,1.61
